ENTREZID,"GENENAME","SYMBOL","ONTOLOGY","GO","CHR"
101492430,"cell division control protein 48 homolog C-like","LOC101492430","BP","GO:0051301","Ca4"
101492763,"deSI-like protein At4g17486","LOC101492763",NA,NA,"Ca4"
101493314,"G-box-binding factor 1-like","LOC101493314","MF","GO:0003700","Ca4"
101493637,"pentatricopeptide repeat-containing protein At3g48810","LOC101493637",NA,NA,"Ca4"
101505443,"uncharacterized LOC101505443","LOC101505443",NA,NA,"Ca4"
101493953,"pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha","LOC101493953","CC","GO:0005737","Ca4"
101493953,"pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha","LOC101493953","MF","GO:0003872","Ca4"
101493953,"pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha","LOC101493953","MF","GO:0005524","Ca4"
101493953,"pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha","LOC101493953","MF","GO:0047334","Ca4"
101493953,"pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha","LOC101493953","MF","GO:0046872","Ca4"
101500947,"kinetochore-associated protein KNL-2 homolog","LOC101500947",NA,NA,"Ca4"
101494474,"splicing factor U2af small subunit B","LOC101494474","CC","GO:0089701","Ca4"
101494474,"splicing factor U2af small subunit B","LOC101494474","MF","GO:0046872","Ca4"
101494474,"splicing factor U2af small subunit B","LOC101494474","MF","GO:0003723","Ca4"
101494474,"splicing factor U2af small subunit B","LOC101494474","BP","GO:0000398","Ca4"
101495005,"mitotic spindle checkpoint protein BUBR1","LOC101495005","BP","GO:0007094","Ca4"
101506418,"uncharacterized protein PFB0765w","LOC101506418","CC","GO:0016021","Ca4"
105851070,"squamosa promoter-binding-like protein 14","LOC105851070","CC","GO:0016021","Ca4"
105851070,"squamosa promoter-binding-like protein 14","LOC105851070","CC","GO:0005634","Ca4"
105851070,"squamosa promoter-binding-like protein 14","LOC105851070","MF","GO:0003677","Ca4"
105851070,"squamosa promoter-binding-like protein 14","LOC105851070","MF","GO:0046872","Ca4"
101495335,"uncharacterized LOC101495335","LOC101495335",NA,NA,"Ca4"
101495662,"uncharacterized protein At4g15970-like","LOC101495662","CC","GO:0000139","Ca4"
101495662,"uncharacterized protein At4g15970-like","LOC101495662","MF","GO:0016757","Ca4"
101495662,"uncharacterized protein At4g15970-like","LOC101495662","BP","GO:0071555","Ca4"
101489067,"dof zinc finger protein DOF2.5-like","LOC101489067","CC","GO:0005634","Ca4"
101489067,"dof zinc finger protein DOF2.5-like","LOC101489067","MF","GO:0003677","Ca4"
101489067,"dof zinc finger protein DOF2.5-like","LOC101489067","BP","GO:0006355","Ca4"
113786357,"uncharacterized LOC113786357","LOC113786357",NA,NA,"Ca4"
101495986,"putative Myb family transcription factor At1g14600","LOC101495986",NA,NA,"Ca4"
101496321,"protein ROOT INITIATION DEFECTIVE 3","LOC101496321",NA,NA,"Ca4"
101496648,"protein indeterminate-domain 5, chloroplastic-like","LOC101496648","MF","GO:0003676","Ca4"
101497407,"protein CHROMATIN REMODELING 19","LOC101497407","MF","GO:0005524","Ca4"
105851982,"uncharacterized LOC105851982","LOC105851982",NA,NA,"Ca4"
105851984,"zinc finger BED domain-containing protein RICESLEEPER 2-like","LOC105851984","MF","GO:0003677","Ca4"
101497743,"peptidyl-prolyl cis-trans isomerase CYP21-4-like","LOC101497743","CC","GO:0016021","Ca4"
101497743,"peptidyl-prolyl cis-trans isomerase CYP21-4-like","LOC101497743","MF","GO:0003755","Ca4"
101498068,"histone-lysine N-methyltransferase family member SUVH9-like","LOC101498068","CC","GO:0005694","Ca4"
101498068,"histone-lysine N-methyltransferase family member SUVH9-like","LOC101498068","CC","GO:0005634","Ca4"
101498068,"histone-lysine N-methyltransferase family member SUVH9-like","LOC101498068","MF","GO:0018024","Ca4"
101498068,"histone-lysine N-methyltransferase family member SUVH9-like","LOC101498068","MF","GO:0008270","Ca4"
101509177,"transcription factor bHLH157","LOC101509177","MF","GO:0046983","Ca4"
101507403,"B3 domain-containing transcription factor VRN1-like","LOC101507403",NA,NA,"Ca4"
101498848,"B3 domain-containing protein LOC_Os12g40080-like","LOC101498848","CC","GO:0005634","Ca4"
101498848,"B3 domain-containing protein LOC_Os12g40080-like","LOC101498848","MF","GO:0003677","Ca4"
101507713,"uncharacterized LOC101507713","LOC101507713",NA,NA,"Ca4"
113786355,"uncharacterized LOC113786355","LOC113786355",NA,NA,"Ca4"
101508042,"B3 domain-containing transcription factor VRN1-like","LOC101508042","CC","GO:0005634","Ca4"
101508042,"B3 domain-containing transcription factor VRN1-like","LOC101508042","MF","GO:0003677","Ca4"
101508553,"alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6-like","LOC101508553","MF","GO:0003824","Ca4"
101508553,"alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6-like","LOC101508553","BP","GO:0005992","Ca4"
101509076,"probable RNA-dependent RNA polymerase 1","LOC101509076","MF","GO:0003723","Ca4"
101509076,"probable RNA-dependent RNA polymerase 1","LOC101509076","MF","GO:0003968","Ca4"
101509076,"probable RNA-dependent RNA polymerase 1","LOC101509076","BP","GO:0031047","Ca4"
101509613,"transcription factor bHLH121-like","LOC101509613",NA,NA,"Ca4"
101504917,"probable RNA-dependent RNA polymerase 1","LOC101504917","CC","GO:0016021","Ca4"
101504917,"probable RNA-dependent RNA polymerase 1","LOC101504917","MF","GO:0003723","Ca4"
101504917,"probable RNA-dependent RNA polymerase 1","LOC101504917","MF","GO:0003968","Ca4"
101504917,"probable RNA-dependent RNA polymerase 1","LOC101504917","BP","GO:0031047","Ca4"
113786169,"uncharacterized LOC113786169","LOC113786169",NA,NA,"Ca4"
101509943,"CRAL-TRIO domain-containing protein YKL091C","LOC101509943",NA,NA,"Ca4"
113786217,"uncharacterized LOC113786217","LOC113786217",NA,NA,"Ca4"
113786104,"uncharacterized LOC113786104","LOC113786104",NA,NA,"Ca4"
113786276,"uncharacterized LOC113786276","LOC113786276",NA,NA,"Ca4"
101510474,"two-component response regulator ORR21","LOC101510474","CC","GO:0005634","Ca4"
101510474,"two-component response regulator ORR21","LOC101510474","MF","GO:0003677","Ca4"
101510474,"two-component response regulator ORR21","LOC101510474","MF","GO:0003700","Ca4"
101510474,"two-component response regulator ORR21","LOC101510474","BP","GO:0000160","Ca4"
101490040,"putative aluminum-activated malate transporter","LOC101490040","CC","GO:0016021","Ca4"
101490040,"putative aluminum-activated malate transporter","LOC101490040","BP","GO:0015743","Ca4"
101511657,"uncharacterized LOC101511657","LOC101511657",NA,NA,"Ca4"
101511125,"dynamin-related protein 1C-like","LOC101511125","MF","GO:0005525","Ca4"
101511125,"dynamin-related protein 1C-like","LOC101511125","MF","GO:0003924","Ca4"
101511979,"microtubule-associated protein 70-2-like","LOC101511979","MF","GO:0008017","Ca4"
101511979,"microtubule-associated protein 70-2-like","LOC101511979","BP","GO:0007010","Ca4"
101512307,"cleavage and polyadenylation specificity factor subunit 3-II","LOC101512307",NA,NA,"Ca4"
101512637,"40S ribosomal protein S2-4-like","LOC101512637","CC","GO:0015935","Ca4"
101512637,"40S ribosomal protein S2-4-like","LOC101512637","MF","GO:0003723","Ca4"
101512637,"40S ribosomal protein S2-4-like","LOC101512637","MF","GO:0003735","Ca4"
101512637,"40S ribosomal protein S2-4-like","LOC101512637","BP","GO:0006412","Ca4"
101505220,"E3 ubiquitin protein ligase RIE1-like","LOC101505220","CC","GO:0016021","Ca4"
101512947,"E3 ubiquitin protein ligase RIE1","LOC101512947","CC","GO:0016021","Ca4"
101512947,"E3 ubiquitin protein ligase RIE1","LOC101512947","MF","GO:0016874","Ca4"
101513273,"probable UDP-3-O-acyl-N-acetylglucosamine deacetylase 2, mitochondrial","LOC101513273","MF","GO:0008759","Ca4"
101513273,"probable UDP-3-O-acyl-N-acetylglucosamine deacetylase 2, mitochondrial","LOC101513273","BP","GO:0009245","Ca4"
101513602,"tRNA:m(4)X modification enzyme TRM13 homolog","LOC101513602","MF","GO:0106050","Ca4"
101514138,"protein VAC14 homolog","LOC101514138","CC","GO:0070772","Ca4"
101514138,"protein VAC14 homolog","LOC101514138","BP","GO:0006661","Ca4"
101514465,"ankyrin repeat-containing protein At2g01680-like","LOC101514465","CC","GO:0016021","Ca4"
101514789,"probable calcium-binding protein CML25","LOC101514789","MF","GO:0005509","Ca4"
101515113,"uncharacterized LOC101515113","LOC101515113","BP","GO:0006508","Ca4"
101515766,"nudix hydrolase 17, mitochondrial-like","LOC101515766","MF","GO:0016787","Ca4"
101488524,"zinc finger protein VAR3, chloroplastic","LOC101488524",NA,NA,"Ca4"
101488870,"1-aminocyclopropane-1-carboxylate oxidase homolog 4-like","LOC101488870",NA,NA,"Ca4"
101489193,"zinc finger HIT domain-containing protein 2","LOC101489193","MF","GO:0046872","Ca4"
101489951,"probable peroxygenase 4","LOC101489951",NA,NA,"Ca4"
101490379,"plant UBX domain-containing protein 10","LOC101490379",NA,NA,"Ca4"
101490284,"probable peroxygenase 5","LOC101490284",NA,NA,"Ca4"
101490602,"protein TIFY 6A","LOC101490602",NA,NA,"Ca4"
101490924,"lysine-rich arabinogalactan protein 19","LOC101490924","CC","GO:0016021","Ca4"
101491240,"mediator of RNA polymerase II transcription subunit 23","LOC101491240",NA,NA,"Ca4"
113786313,"uncharacterized LOC113786313","LOC113786313",NA,NA,"Ca4"
101509506,"protein yippee-like At4g27745","LOC101509506","MF","GO:0046872","Ca4"
101490702,"mavicyanin","LOC101490702","CC","GO:0016021","Ca4"
101490702,"mavicyanin","LOC101490702","MF","GO:0009055","Ca4"
101491566,"glucan endo-1,3-beta-glucosidase 3-like","LOC101491566","MF","GO:0004553","Ca4"
101491566,"glucan endo-1,3-beta-glucosidase 3-like","LOC101491566","BP","GO:0005975","Ca4"
101491876,"dynein light chain 2, cytoplasmic","LOC101491876","CC","GO:0005737","Ca4"
101491876,"dynein light chain 2, cytoplasmic","LOC101491876","CC","GO:0030286","Ca4"
101491876,"dynein light chain 2, cytoplasmic","LOC101491876","CC","GO:0005874","Ca4"
101491876,"dynein light chain 2, cytoplasmic","LOC101491876","MF","GO:0003774","Ca4"
101491876,"dynein light chain 2, cytoplasmic","LOC101491876","BP","GO:0007017","Ca4"
101492547,"exosome complex component RRP42-like","LOC101492547",NA,NA,"Ca4"
101492210,"uncharacterized LOC101492210","LOC101492210",NA,NA,"Ca4"
101491021,"serine/threonine-protein kinase BLUS1","LOC101491021","MF","GO:0005524","Ca4"
101491021,"serine/threonine-protein kinase BLUS1","LOC101491021","MF","GO:0004672","Ca4"
101492873,"uncharacterized LOC101492873","LOC101492873","MF","GO:0043531","Ca4"
101493205,"2-keto-3-deoxy-L-rhamnonate aldolase","LOC101493205",NA,NA,"Ca4"
101493746,"cysteine-rich receptor-like protein kinase 10","LOC101493746","MF","GO:0005524","Ca4"
101493746,"cysteine-rich receptor-like protein kinase 10","LOC101493746","MF","GO:0004672","Ca4"
101494066,"uncharacterized LOC101494066","LOC101494066",NA,NA,"Ca4"
101495006,"probable NAD(P)H dehydrogenase subunit CRR3, chloroplastic","LOC101495006","CC","GO:0009535","Ca4"
101495006,"probable NAD(P)H dehydrogenase subunit CRR3, chloroplastic","LOC101495006","CC","GO:0016021","Ca4"
101495006,"probable NAD(P)H dehydrogenase subunit CRR3, chloroplastic","LOC101495006","CC","GO:0010598","Ca4"
101495006,"probable NAD(P)H dehydrogenase subunit CRR3, chloroplastic","LOC101495006","BP","GO:0009773","Ca4"
101495336,"phosphoribosylamine--glycine ligase-like","LOC101495336","MF","GO:0005524","Ca4"
101495336,"phosphoribosylamine--glycine ligase-like","LOC101495336","MF","GO:0046872","Ca4"
101495336,"phosphoribosylamine--glycine ligase-like","LOC101495336","MF","GO:0004637","Ca4"
101495336,"phosphoribosylamine--glycine ligase-like","LOC101495336","BP","GO:0009113","Ca4"
101495880,"DNA-directed RNA polymerase III subunit RPC7","LOC101495880","MF","GO:0003899","Ca4"
101495880,"DNA-directed RNA polymerase III subunit RPC7","LOC101495880","BP","GO:0006383","Ca4"
101496964,"pentatricopeptide repeat-containing protein At1g22960, mitochondrial","LOC101496964",NA,NA,"Ca4"
101497295,"uncharacterized protein At4g22758","LOC101497295",NA,NA,"Ca4"
101497615,"protein C2-DOMAIN ABA-RELATED 9-like","LOC101497615",NA,NA,"Ca4"
101497947,"MLP-like protein 328","LOC101497947","BP","GO:0006952","Ca4"
101498273,"uncharacterized LOC101498273","LOC101498273",NA,NA,"Ca4"
101499170,"protein ESMERALDA 1-like","LOC101499170","CC","GO:0016021","Ca4"
101499170,"protein ESMERALDA 1-like","LOC101499170","MF","GO:0016757","Ca4"
101499170,"protein ESMERALDA 1-like","LOC101499170","BP","GO:0006004","Ca4"
101498849,"rust resistance kinase Lr10-like","LOC101498849","CC","GO:0016021","Ca4"
101498849,"rust resistance kinase Lr10-like","LOC101498849","MF","GO:0005524","Ca4"
101498849,"rust resistance kinase Lr10-like","LOC101498849","MF","GO:0030247","Ca4"
101498849,"rust resistance kinase Lr10-like","LOC101498849","MF","GO:0004672","Ca4"
101499887,"rust resistance kinase Lr10-like","LOC101499887","CC","GO:0016021","Ca4"
101499887,"rust resistance kinase Lr10-like","LOC101499887","MF","GO:0005524","Ca4"
101499887,"rust resistance kinase Lr10-like","LOC101499887","MF","GO:0030247","Ca4"
101499887,"rust resistance kinase Lr10-like","LOC101499887","MF","GO:0004672","Ca4"
101500438,"carbonyl reductase [NADPH] 1-like","LOC101500438","MF","GO:0016491","Ca4"
101500961,"nudix hydrolase 25","LOC101500961","MF","GO:0016787","Ca4"
101501281,"ATP-dependent DNA helicase homolog RECG, chloroplastic","LOC101501281","MF","GO:0005524","Ca4"
101501281,"ATP-dependent DNA helicase homolog RECG, chloroplastic","LOC101501281","MF","GO:0003678","Ca4"
101501281,"ATP-dependent DNA helicase homolog RECG, chloroplastic","LOC101501281","MF","GO:0003676","Ca4"
101501281,"ATP-dependent DNA helicase homolog RECG, chloroplastic","LOC101501281","BP","GO:0006310","Ca4"
101501281,"ATP-dependent DNA helicase homolog RECG, chloroplastic","LOC101501281","BP","GO:0006281","Ca4"
101502241,"pentatricopeptide repeat-containing protein At1g62350","LOC101502241",NA,NA,"Ca4"
101502756,"auxin efflux carrier component 4-like","LOC101502756","CC","GO:0016021","Ca4"
101502756,"auxin efflux carrier component 4-like","LOC101502756","BP","GO:0009734","Ca4"
101502756,"auxin efflux carrier component 4-like","LOC101502756","BP","GO:0055085","Ca4"
101503069,"uncharacterized LOC101503069","LOC101503069","CC","GO:0016021","Ca4"
101503624,"leucine-rich repeat extensin-like protein 6","LOC101503624","CC","GO:0016021","Ca4"
113786126,"uncharacterized LOC113786126","LOC113786126",NA,NA,"Ca4"
101513160,"pentatricopeptide repeat-containing protein At2g44880-like","LOC101513160",NA,NA,"Ca4"
101491545,"metal-nicotianamine transporter YSL1-like","LOC101491545",NA,NA,"Ca4"
101491850,"protein HLB1","LOC101491850",NA,NA,"Ca4"
101507816,"F-box/kelch-repeat protein At3g23880-like","LOC101507816",NA,NA,"Ca4"
101504266,"MLP-like protein 34","LOC101504266",NA,NA,"Ca4"
101508135,"uncharacterized LOC101508135","LOC101508135","CC","GO:0016021","Ca4"
101508454,"nicotinate-nucleotide pyrophosphorylase [carboxylating], chloroplastic","LOC101508454","MF","GO:0004514","Ca4"
101508454,"nicotinate-nucleotide pyrophosphorylase [carboxylating], chloroplastic","LOC101508454","BP","GO:0009435","Ca4"
101508987,"uncharacterized protein At1g66480","LOC101508987",NA,NA,"Ca4"
101512309,"cationic amino acid transporter 1-like","LOC101512309",NA,NA,"Ca4"
101509300,"T-complex protein 1 subunit theta-like","LOC101509300","CC","GO:0005737","Ca4"
101509300,"T-complex protein 1 subunit theta-like","LOC101509300","MF","GO:0005524","Ca4"
101509300,"T-complex protein 1 subunit theta-like","LOC101509300","MF","GO:0051082","Ca4"
101509300,"T-complex protein 1 subunit theta-like","LOC101509300","BP","GO:0006457","Ca4"
101492185,"protein BCCIP homolog","LOC101492185",NA,NA,"Ca4"
101509614,"uncharacterized lipoprotein syc1174_c-like","LOC101509614",NA,NA,"Ca4"
101509944,"heavy metal-associated isoprenylated plant protein 22-like","LOC101509944","MF","GO:0046872","Ca4"
101509944,"heavy metal-associated isoprenylated plant protein 22-like","LOC101509944","BP","GO:0030001","Ca4"
101512949,"WAT1-related protein At4g08290-like","LOC101512949",NA,NA,"Ca4"
101510267,"WAT1-related protein At1g44800","LOC101510267","CC","GO:0016021","Ca4"
101510267,"WAT1-related protein At1g44800","LOC101510267","MF","GO:0022857","Ca4"
101510803,"bifunctional protein FolD 1, mitochondrial-like","LOC101510803","MF","GO:0004488","Ca4"
101511126,"gamma-glutamylcyclotransferase 2-3","LOC101511126","MF","GO:0003839","Ca4"
101511126,"gamma-glutamylcyclotransferase 2-3","LOC101511126","MF","GO:0016740","Ca4"
101511126,"gamma-glutamylcyclotransferase 2-3","LOC101511126","BP","GO:0006751","Ca4"
101511435,"uncharacterized LOC101511435","LOC101511435",NA,NA,"Ca4"
101511766,"uncharacterized LOC101511766","LOC101511766","CC","GO:0005634","Ca4"
101511766,"uncharacterized LOC101511766","LOC101511766","BP","GO:0006281","Ca4"
101492525,"methionine gamma-lyase-like","LOC101492525","MF","GO:0016829","Ca4"
101492525,"methionine gamma-lyase-like","LOC101492525","MF","GO:0030170","Ca4"
101492525,"methionine gamma-lyase-like","LOC101492525","BP","GO:0019346","Ca4"
101512308,"UDP-galactose transporter 1","LOC101512308","CC","GO:0016021","Ca4"
101512638,"transcription factor IIIA","LOC101512638","MF","GO:0003676","Ca4"
101512948,"long chain acyl-CoA synthetase 9, chloroplastic-like","LOC101512948","MF","GO:0003824","Ca4"
101514585,"uncharacterized LOC101514585","LOC101514585","MF","GO:0016788","Ca4"
101513697,"uncharacterized protein At4g08330, chloroplastic-like","LOC101513697",NA,NA,"Ca4"
101514032,"filament-like plant protein 3","LOC101514032",NA,NA,"Ca4"
113786490,"transfer RNA glutamine (anticodon UUG)","TRNAQ-UUG",NA,NA,"Ca4"
101515232,"chlorophyllide a oxygenase, chloroplastic","LOC101515232","MF","GO:0051537","Ca4"
101515232,"chlorophyllide a oxygenase, chloroplastic","LOC101515232","MF","GO:0010277","Ca4"
101515232,"chlorophyllide a oxygenase, chloroplastic","LOC101515232","MF","GO:0005506","Ca4"
101514909,"uncharacterized LOC101514909","LOC101514909",NA,NA,"Ca4"
